N 10000
R 7000
Tp 1
Ts 4000
3084, 2051
7262, 442
1682, 908
4277, 7518
1282, 3989
954, 7503
1712, 6157
4592, 5030
7118, 5694
8855, 675
6218, 3542
2166, 6800
1108, 5343
8884, 9760
3629, 6829
4503, 9300
5707, 6212
6515, 3130
5578, 7428
4, 7107
9773, 9010
135, 4911
6721, 9348
2258, 3128
4290, 2904
5652, 9447
3494, 9761
8759, 9174
6040, 6128
9202, 771
1520, 7227
1003, 3694
2765, 8940
4250, 3920
3556, 9289
1736, 9432
6418, 7947
3142, 451
9197, 7261
8218, 1190
5625, 5459
3061, 3883
2055, 2020
320, 2310
7800, 6790
7540, 2867
4575, 4085
72, 110
6004, 6975
2485, 1375
4, 4287
6342, 2848
9110, 1364
4683, 7388
9577, 3773
4077, 4597
7209, 4643
380, 6210
1088, 3603
6003, 6676
4505, 2262
813, 9443
8415, 2031
5585, 8281
8420, 8737
1913, 1499
2975, 5578
8529, 512
6044, 512
9018, 5055
5495, 231
1742, 6713
1955, 5068
6590, 5200
8437, 4832
8887, 6403
7374, 6948
243, 6343
773, 5710
3643, 4403
5186, 1222
1994, 5288
7543, 5247
3613, 7755
1802, 3573
6343, 6257
1053, 9663
5921, 1798
5150, 2817
9870, 4761
5545, 3938
7805, 1959
9084, 8020
4760, 3475
7299, 6277
5513, 9935
1954, 1137
9947, 5770
8609, 690
1438, 6646
1537, 3413
2453, 9428
1917, 1898
9450, 4143
8956, 3208
2338, 1169
994, 5290
6922, 8342
3846, 7498
5088, 5739
6015, 3369
4575, 9298
3863, 6568
3042, 2582
8737, 4694
6793, 2133
1591, 4918
8105, 1150
4444, 603
6238, 1608
2449, 1747
6284, 1453
1619, 2254
1635, 3874
8465, 1290
3025, 2644
4795, 3549
5185, 3824
4630, 5453
2481, 5086
6380, 5631
6385, 3611
3616, 2890
4615, 4482
5359, 3127
4336, 9975
7922, 7544
2113, 2992
4240, 1058
3019, 8048
5120, 5944
2333, 9808
3981, 4357
9060, 8252
1058, 2966
6125, 3032
4548, 8641
682, 8077
1471, 3174
6323, 228
8024, 7793
5556, 750
7170, 7209
7653, 3454
381, 2920
503, 9155
1352, 1415
9305, 5509
4727, 1062
7226, 7131
3856, 9221
9161, 9399
6223, 1393
3945, 7759
7177, 5294
3888, 2265
4813, 2926
5343, 1554
3238, 1083
107, 4651
2414, 2615
378, 16
141, 9917
7641, 3830
1535, 2659
1386, 3761
6579, 4943
8075, 2543
9391, 7315
6417, 9332
8561, 9254
6212, 5795
9713, 8865
947, 4550
2962, 6434
4921, 7675
2823, 9872
5239, 4443
5298, 7004
6769, 4487
5111, 9761
1781, 6337
1008, 3128
5397, 6068
4234, 1514
5782, 1265
7036, 2786
6833, 9672
8791, 2654
807, 2047
5097, 2978
7153, 66
6652, 9929
1029, 9911
7771, 5098
9764, 8444
2117, 7139
6113, 7456
7818, 1108
9516, 4347
9810, 2282
6060, 4634
9773, 7478
1788, 2587
8197, 6538
5868, 8257
5471, 3487
6248, 2500
9777, 6918
5125, 153
5629, 5721
4840, 1962
652, 6269
6033, 6353
8278, 9687
8916, 3878
2205, 4600
9416, 1938
4585, 7110
872, 6848
7310, 5608
6584, 1871
9610, 7661
1425, 4806
4954, 3690
973, 5717
236, 4046
2783, 5619
4511, 772
1977, 2746
3943, 7269
5121, 8539
8397, 9911
941, 334
7571, 277
9547, 2507
5781, 6428
3741, 5742
9675, 1088
3170, 8667
6395, 2601
3888, 7150
8939, 397
5133, 3533
1428, 4683
861, 5980
7378, 6337
5478, 7021
2536, 8843
3647, 5698
6176, 3465
5191, 5424
8432, 6699
4962, 9138
3352, 1116
1821, 7895
8472, 9208
9747, 7097
9359, 5002
4792, 9307
4414, 4311
6834, 7678
1818, 6001
6536, 7808
4289, 6681
5363, 1921
292, 1108
1169, 7443
1330, 360
5032, 2638
821, 7812
5783, 3630
1189, 7738
2968, 6906
187, 1465
6418, 8657
1809, 1291
3003, 4274
916, 407
6315, 6344
8651, 7188
4204, 6448
3490, 6108
9837, 7801
4783, 6568
7317, 4663
8005, 7246
484, 2516
9655, 6771
5621, 8372
884, 3486
8320, 6883
4080, 43
1629, 9405
1076, 3353
3523, 5145
8908, 6353
5822, 3875
5950, 8275
9838, 1237
346, 6814
9004, 5105
7229, 796
9784, 4269
5040, 6696
3933, 4588
1533, 4893
5078, 3013
1905, 6428
827, 9714
221, 8633
9315, 7048
8087, 3667
7469, 8493
7389, 7694
2090, 8155
4617, 9439
1201, 9775
368, 2323
4358, 5998
9413, 7372
3349, 1462
7947, 5625
5304, 7036
2071, 9985
3384, 4279
6451, 7532
9649, 5991
7343, 7918
3838, 7603
9923, 609
6659, 1615
4335, 9710
7209, 6550
3059, 2999
8067, 4026
2058, 5812
3568, 6453
4097, 3736
9194, 970
9126, 4543
1963, 3805
2188, 3943
5583, 812
3786, 1335
1476, 9177
1875, 9408
5501, 2597
3808, 5407
8471, 8554
4233, 7772
8595, 1525
9796, 291
1186, 7982
5460, 7932
4863, 8565
258, 6057
6533, 9675
2793, 7436
3361, 4938
7803, 9186
2403, 2178
577, 9471
5150, 7633
5408, 5271
7887, 926
5639, 9494
9594, 2835
421, 9198
2575, 8404
1319, 4251
7180, 2480
6047, 9764
7260, 1123
7040, 5856
6909, 725
7254, 9489
6047, 5827
6115, 4834
1737, 5656
8739, 1065
5141, 9223
3169, 9145
875, 760
1218, 5240
460, 4957
815, 6103
8213, 911
2561, 9155
1379, 9434
165, 4918
101, 5233
9279, 2907
4285, 7744
2298, 7069
8545, 3436
6525, 4394
462, 9513
9114, 9257
8220, 9736
1408, 7221
8972, 5210
3360, 5621
2749, 9126
1084, 490
9295, 9331
4299, 3684
2399, 2531
8026, 7073
8320, 6572
4812, 6499
9675, 4963
6466, 9021
2157, 103
7862, 8842
287, 7384
3313, 7178
2531, 3202
93, 5673
1914, 5722
1076, 6558
9010, 4803
6087, 685
1549, 13
2827, 297
8541, 780
6717, 5818
9755, 5632
6166, 8630
3526, 6854
4538, 1519
7033, 4634
8411, 5898
3077, 7239
2410, 3303
6318, 9325
2653, 9490
1794, 7406
6956, 516
7763, 8677
6758, 2534
3766, 51
4768, 3332
6244, 3207
5789, 9402
1662, 1882
8842, 2446
7933, 8836
8448, 281
2071, 9454
7884, 7235
9198, 5557
7579, 8362
1586, 7239
703, 2847
8615, 9982
1999, 9117
7809, 5686
5674, 2134
5900, 765
3916, 9788
216, 8550
6297, 4793
1713, 5433
4150, 9900
1788, 5147
6087, 8817
8142, 7013
6259, 1259
4567, 2883
7379, 8240
8235, 444
7466, 129
9073, 9817
5183, 9029
9237, 4644
5589, 7681
2296, 5391
235, 8678
8583, 5325
2639, 8231
2201, 6577
4382, 3381
5857, 6337
3239, 4824
9076, 5638
9901, 4636
9812, 5523
5003, 8887
3947, 5520
3329, 4787
1988, 9922
733, 1388
3554, 776
