N 7000
R 7000
Tp 1
Ts 4000
8130, 7618
2553, 6061
7903, 5770
615, 4632
1619, 3497
8399, 7171
5470, 2986
9999, 9083
3472, 5673
208, 5132
3528, 6146
2200, 5432
1303, 3640
3692, 5024
3730, 9070
4114, 4609
8582, 3141
9572, 8845
7862, 9939
4673, 8469
4848, 1372
2733, 5121
9215, 2976
9897, 124
6457, 7873
765, 3550
6248, 3615
4946, 4839
4581, 6769
8220, 4293
7328, 8658
3732, 3795
2668, 8614
8516, 9870
4120, 3592
8236, 308
9641, 8497
2418, 9227
7538, 2039
5381, 8892
8678, 800
210, 2394
9332, 5425
143, 1235
1280, 2039
4821, 9682
2579, 5521
1852, 4701
7273, 7928
2574, 4274
6184, 4765
7165, 3113
7920, 9917
4480, 8454
8654, 8723
1128, 9663
7338, 5210
6962, 9060
7361, 7437
4517, 3487
3565, 1662
6154, 8681
6287, 4655
6316, 2485
3999, 336
7733, 5886
9930, 9045
2312, 249
3530, 5523
9341, 3590
9092, 5368
4118, 6601
4795, 8932
5521, 9343
466, 9047
8086, 7279
3166, 2440
1984, 62
8009, 128
6392, 7151
3411, 4081
1837, 6421
1859, 6694
4896, 1062
8732, 5960
7836, 3871
8363, 2665
9571, 2542
9916, 4961
8371, 2064
1676, 1139
2103, 6663
4424, 444
9482, 9911
6533, 8039
2646, 3229
1545, 2719
7627, 4572
1463, 9522
4347, 4870
184, 510
257, 2404
7988, 7356
5618, 4274
3313, 3414
5484, 2602
2594, 4453
5900, 6939
9616, 1147
6460, 2085
8950, 5418
7400, 772
9446, 7967
2273, 1271
2713, 5455
5019, 3532
2724, 3260
5585, 5306
662, 3251
9609, 2746
1357, 7958
6641, 1762
6153, 6801
2584, 4079
6504, 651
5706, 351
9681, 7819
8691, 3001
9692, 8068
7941, 2137
8254, 8255
4437, 1484
9794, 1107
31, 9508
6483, 932
5034, 24
2310, 1509
5813, 844
8516, 9883
689, 9128
886, 6015
6841, 2103
7753, 4879
9275, 7839
7713, 3507
2747, 7048
9881, 2359
5821, 5306
5320, 1002
8479, 6167
9311, 1713
6441, 7282
4751, 7480
1197, 2043
1832, 5638
329, 7385
1356, 5724
2795, 2130
8499, 2555
68, 9882
4551, 4591
5317, 405
2671, 8155
7670, 1690
8712, 6322
3478, 6391
9391, 8399
9436, 7899
4604, 1922
2716, 1412
1545, 568
5317, 3382
9072, 213
2999, 6900
1618, 8849
2290, 8958
7251, 6508
7049, 7719
6339, 607
3045, 5761
248, 5185
647, 679
8663, 6658
9605, 647
9873, 8648
6118, 4443
3610, 7699
8712, 9827
9733, 3343
9422, 4416
1083, 822
6744, 1695
3402, 719
2554, 3824
2010, 6567
9550, 626
5115, 2490
3526, 812
7882, 2366
2073, 571
7618, 8765
5359, 3267
7215, 7469
4456, 452
558, 7709
966, 8251
7633, 7662
43, 8049
5998, 987
1324, 3636
